type,treatment_type,indicator,bins,num,total,perc,region,race_dat,age_dat
tanf,treatment,heat,50% to 75%,41046,235708,0.17413918916625656,NA,White,NA
tanf,treatment,heat,75% to 90%,16034,235708,0.06802484429887827,NA,White,NA
tanf,treatment,heat,90% to 100%,8413,235708,0.035692466950633835,NA,White,NA
tanf,treatment,heat,0% to 50%,344044,423540,0.8123058034660244,NA,NA,5_and_over
tanf,treatment,heat,50% to 75%,54673,423540,0.12908580063276195,NA,NA,5_and_over
tanf,treatment,heat,75% to 90%,16828,423540,0.0397317844831657,NA,NA,5_and_over
tanf,treatment,heat,90% to 100%,7995,423540,0.018876611418047883,NA,NA,5_and_over
tanf,treatment,heat,0% to 50%,172656,214454,0.80509573148554,NA,NA,under_5
tanf,treatment,heat,50% to 75%,29224,214454,0.1362716479991047,NA,NA,under_5
tanf,treatment,heat,75% to 90%,8278,214454,0.03860035252315182,NA,NA,under_5
tanf,treatment,heat,90% to 100%,4296,214454,0.020032267992203458,NA,NA,under_5
tanf,treatment,heat,0% to 50%,30562,42057,0.72668045747438,NA,NA,NA
tanf,treatment,heat,50% to 75%,8833,42057,0.2100244905723185,NA,NA,NA
tanf,treatment,heat,75% to 90%,1800,42057,0.04279905842071474,NA,NA,NA
tanf,treatment,heat,90% to 100%,862,42057,0.02049599353258673,NA,NA,NA
tanf,treatment,OZONE,0% to 50%,584451,638012,0.9160501683353918,NA,All,All
tanf,treatment,OZONE,50% to 75%,33454,638012,0.052434750443565326,NA,All,All
tanf,treatment,OZONE,75% to 90%,14101,638012,0.022101465176203584,NA,All,All
tanf,treatment,OZONE,90% to 100%,6006,638012,0.009413616044839281,NA,All,All
tanf,treatment,OZONE,0% to 50%,4172,6016,0.6934840425531915,NA,Asian,NA
tanf,treatment,OZONE,50% to 75%,1226,6016,0.20378989361702127,NA,Asian,NA
tanf,treatment,OZONE,75% to 90%,404,6016,0.06715425531914894,NA,Asian,NA
tanf,treatment,OZONE,90% to 100%,214,6016,0.0355718085106383,NA,Asian,NA
tanf,treatment,OZONE,0% to 50%,184966,207750,0.8903297232250301,NA,Black,NA
tanf,treatment,OZONE,50% to 75%,16965,207750,0.08166064981949459,NA,Black,NA
tanf,treatment,OZONE,75% to 90%,4081,207750,0.019643802647412757,NA,Black,NA
tanf,treatment,OZONE,90% to 100%,1738,207750,0.008365824308062575,NA,Black,NA
tanf,treatment,OZONE,0% to 50%,3750,4848,0.7735148514851485,NA,Hawaian,NA
tanf,treatment,OZONE,50% to 75%,610,4848,0.12582508250825084,NA,Hawaian,NA
tanf,treatment,OZONE,75% to 90%,333,4848,0.0686881188118812,NA,Hawaian,NA
tanf,treatment,OZONE,90% to 100%,155,4848,0.03197194719471947,NA,Hawaian,NA
tanf,treatment,OZONE,0% to 50%,85245,100912,0.8447459172348185,NA,Hispanic,NA
tanf,treatment,OZONE,50% to 75%,10553,100912,0.10457626446805138,NA,Hispanic,NA
tanf,treatment,OZONE,75% to 90%,3446,100912,0.034148565086411925,NA,Hispanic,NA
tanf,treatment,OZONE,90% to 100%,1668,100912,0.01652925321071825,NA,Hispanic,NA
tanf,treatment,OZONE,0% to 50%,14550,18702,0.7779916586461341,NA,Multi-racial,NA
tanf,treatment,OZONE,50% to 75%,2439,18702,0.13041385948026948,NA,Multi-racial,NA
tanf,treatment,OZONE,75% to 90%,1079,18702,0.05769436423911881,NA,Multi-racial,NA
tanf,treatment,OZONE,90% to 100%,634,18702,0.033900117634477596,NA,Multi-racial,NA
tanf,treatment,OZONE,0% to 50%,9849,22004,0.44760043628431195,NA,Native,NA
tanf,treatment,OZONE,50% to 75%,6217,22004,0.2825395382657699,NA,Native,NA
tanf,treatment,OZONE,75% to 90%,2969,22004,0.1349300127249591,NA,Native,NA
tanf,treatment,OZONE,90% to 100%,2969,22004,0.1349300127249591,NA,Native,NA
tanf,treatment,OZONE,0% to 50%,199426,235723,0.8460184199250815,NA,White,NA
tanf,treatment,OZONE,50% to 75%,22622,235723,0.09596857328304832,NA,White,NA
tanf,treatment,OZONE,75% to 90%,9434,235723,0.04002155071842799,NA,White,NA
tanf,treatment,OZONE,90% to 100%,4241,235723,0.017991456073442134,NA,White,NA
tanf,treatment,OZONE,0% to 50%,383687,423552,0.9058793253248716,NA,NA,5_and_over
tanf,treatment,OZONE,50% to 75%,24196,423552,0.057126397703233606,NA,NA,5_and_over
tanf,treatment,OZONE,75% to 90%,10972,423552,0.025904729525536414,NA,NA,5_and_over
tanf,treatment,OZONE,90% to 100%,4697,423552,0.011089547446358417,NA,NA,5_and_over
tanf,treatment,OZONE,0% to 50%,193315,214460,0.9014035251328919,NA,NA,under_5
tanf,treatment,OZONE,50% to 75%,12998,214460,0.060608038795113305,NA,NA,under_5
tanf,treatment,OZONE,75% to 90%,5690,214460,0.026531754173272405,NA,NA,under_5
tanf,treatment,OZONE,90% to 100%,2457,214460,0.011456681898722372,NA,NA,under_5
tanf,treatment,OZONE,0% to 50%,36692,42057,0.8724350286515918,NA,NA,NA
tanf,treatment,OZONE,50% to 75%,3493,42057,0.08305395059086478,NA,NA,NA
tanf,treatment,OZONE,75% to 90%,1274,42057,0.03029222245999477,NA,NA,NA
tanf,treatment,OZONE,90% to 100%,598,42057,0.014218798297548565,NA,NA,NA
tanf,treatment,PM25,0% to 50%,584480,638012,0.916095622025918,NA,All,All
tanf,treatment,PM25,50% to 75%,34051,638012,0.05337046952094945,NA,All,All
tanf,treatment,PM25,75% to 90%,13321,638012,0.020878917637912768,NA,All,All
tanf,treatment,PM25,90% to 100%,6160,638012,0.009654990815219776,NA,All,All
tanf,treatment,PM25,0% to 50%,4127,6016,0.6860039893617021,NA,Asian,NA
tanf,treatment,PM25,50% to 75%,1242,6016,0.2064494680851064,NA,Asian,NA
tanf,treatment,PM25,75% to 90%,432,6016,0.07180851063829788,NA,Asian,NA
tanf,treatment,PM25,90% to 100%,215,6016,0.035738031914893616,NA,Asian,NA
tanf,treatment,PM25,0% to 50%,183412,207750,0.8828495788206979,NA,Black,NA
tanf,treatment,PM25,50% to 75%,18411,207750,0.08862093862815884,NA,Black,NA
tanf,treatment,PM25,75% to 90%,4146,207750,0.01995667870036101,NA,Black,NA
tanf,treatment,PM25,90% to 100%,1781,207750,0.00857280385078219,NA,Black,NA
tanf,treatment,PM25,0% to 50%,3616,4848,0.7458745874587459,NA,Hawaian,NA
tanf,treatment,PM25,50% to 75%,703,4848,0.1450082508250825,NA,Hawaian,NA
tanf,treatment,PM25,75% to 90%,360,4848,0.07425742574257425,NA,Hawaian,NA
tanf,treatment,PM25,90% to 100%,169,4848,0.03485973597359736,NA,Hawaian,NA
tanf,treatment,PM25,0% to 50%,85068,100912,0.8429919137466307,NA,Hispanic,NA
tanf,treatment,PM25,50% to 75%,10767,100912,0.10669692405263992,NA,Hispanic,NA
tanf,treatment,PM25,75% to 90%,3354,100912,0.03323687965752339,NA,Hispanic,NA
tanf,treatment,PM25,90% to 100%,1723,100912,0.017074282543205963,NA,Hispanic,NA
tanf,treatment,PM25,0% to 50%,14449,18702,0.7725911667201368,NA,Multi-racial,NA
tanf,treatment,PM25,50% to 75%,2494,18702,0.13335472142016896,NA,Multi-racial,NA
tanf,treatment,PM25,75% to 90%,1125,18702,0.060153994225216556,NA,Multi-racial,NA
tanf,treatment,PM25,90% to 100%,634,18702,0.033900117634477596,NA,Multi-racial,NA
tanf,treatment,PM25,0% to 50%,10221,22004,0.46450645337211416,NA,Native,NA
tanf,treatment,PM25,50% to 75%,5995,22004,0.2724504635520814,NA,Native,NA
tanf,treatment,PM25,75% to 90%,3664,22004,0.16651517905835303,NA,Native,NA
tanf,treatment,PM25,90% to 100%,2124,22004,0.09652790401745137,NA,Native,NA
tanf,treatment,PM25,0% to 50%,199488,235723,0.8462814405043207,NA,White,NA
tanf,treatment,PM25,50% to 75%,22201,235723,0.09418257870466606,NA,White,NA
tanf,treatment,PM25,75% to 90%,9732,235723,0.04128574640573894,NA,White,NA
tanf,treatment,PM25,90% to 100%,4302,235723,0.01825023438527424,NA,White,NA
tanf,treatment,PM25,0% to 50%,383533,423552,0.9055157336053188,NA,NA,5_and_over
tanf,treatment,PM25,50% to 75%,25043,423552,0.059126152160773646,NA,NA,5_and_over
tanf,treatment,PM25,75% to 90%,10294,423552,0.02430398156542762,NA,NA,5_and_over
tanf,treatment,PM25,90% to 100%,4682,423552,0.011054132668479903,NA,NA,5_and_over
tanf,treatment,PM25,0% to 50%,193126,214460,0.9005222419099133,NA,NA,under_5
tanf,treatment,PM25,50% to 75%,13715,214460,0.06395131959339737,NA,NA,under_5
tanf,treatment,PM25,75% to 90%,5111,214460,0.023831950013988624,NA,NA,under_5
tanf,treatment,PM25,90% to 100%,2508,214460,0.011694488482700736,NA,NA,under_5
tanf,treatment,PM25,0% to 50%,37180,42057,0.8840383289345413,NA,NA,NA
tanf,treatment,PM25,50% to 75%,3135,42057,0.07454169341607818,NA,NA,NA
tanf,treatment,PM25,75% to 90%,1148,42057,0.027296288370544736,NA,NA,NA
tanf,treatment,PM25,90% to 100%,594,42057,0.014123689278835866,NA,NA,NA
tanf,treatment,PRE1960PCT,0% to 50%,584764,661608,0.8838526740910025,NA,All,All
tanf,treatment,PRE1960PCT,50% to 75%,56000,661608,0.08464226551069516,NA,All,All
tanf,treatment,PRE1960PCT,75% to 90%,14539,661608,0.02197524818321423,NA,All,All
tanf,treatment,PRE1960PCT,90% to 100%,6305,661608,0.009529812215088088,NA,All,All
tanf,treatment,PRE1960PCT,0% to 50%,4352,7861,0.5536191324259,NA,Asian,NA
tanf,treatment,PRE1960PCT,50% to 75%,2185,7861,0.2779544587202646,NA,Asian,NA
tanf,treatment,PRE1960PCT,75% to 90%,990,7861,0.125938175804605,NA,Asian,NA
tanf,treatment,PRE1960PCT,90% to 100%,334,7861,0.04248823304923038,NA,Asian,NA
tanf,treatment,PRE1960PCT,0% to 50%,142956,208517,0.6855843888028315,NA,Black,NA
tanf,treatment,PRE1960PCT,50% to 75%,51339,208517,0.24621014113957135,NA,Black,NA
tanf,treatment,PRE1960PCT,75% to 90%,11733,208517,0.0562687934317106,NA,Black,NA
tanf,treatment,PRE1960PCT,90% to 100%,2489,208517,0.011936676625886619,NA,Black,NA
tanf,treatment,PRE1960PCT,0% to 50%,8938,11829,0.7556006424887988,NA,Hawaian,NA
tanf,treatment,PRE1960PCT,50% to 75%,1881,11829,0.15901597768196804,NA,Hawaian,NA
tanf,treatment,PRE1960PCT,75% to 90%,638,11829,0.05393524389212951,NA,Hawaian,NA
tanf,treatment,PRE1960PCT,90% to 100%,372,11829,0.03144813593710373,NA,Hawaian,NA
tanf,treatment,PRE1960PCT,0% to 50%,76672,103205,0.7429097427450221,NA,Hispanic,NA
tanf,treatment,PRE1960PCT,50% to 75%,19995,103205,0.19374061334237683,NA,Hispanic,NA
tanf,treatment,PRE1960PCT,75% to 90%,4911,103205,0.04758490383217867,NA,Hispanic,NA
tanf,treatment,PRE1960PCT,90% to 100%,1627,103205,0.01576474008042246,NA,Hispanic,NA
tanf,treatment,PRE1960PCT,0% to 50%,17216,24838,0.6931314920686046,NA,Multi-racial,NA
tanf,treatment,PRE1960PCT,50% to 75%,5144,24838,0.20710202109670667,NA,Multi-racial,NA
tanf,treatment,PRE1960PCT,75% to 90%,1672,24838,0.06731620903454384,NA,Multi-racial,NA
tanf,treatment,PRE1960PCT,90% to 100%,806,24838,0.032450277800144936,NA,Multi-racial,NA
tanf,treatment,PRE1960PCT,0% to 50%,10370,22915,0.4525420030547676,NA,Native,NA
tanf,treatment,PRE1960PCT,50% to 75%,7111,22915,0.31032075060004366,NA,Native,NA
tanf,treatment,PRE1960PCT,75% to 90%,3835,22915,0.1673576260091643,NA,Native,NA
tanf,treatment,PRE1960PCT,90% to 100%,1599,22915,0.06977962033602444,NA,Native,NA
tanf,treatment,PRE1960PCT,0% to 50%,195098,240098,0.8125765312497397,NA,White,NA
tanf,treatment,PRE1960PCT,50% to 75%,29661,240098,0.12353705570225491,NA,White,NA
tanf,treatment,PRE1960PCT,75% to 90%,10708,240098,0.0445984556306175,NA,White,NA
tanf,treatment,PRE1960PCT,90% to 100%,4631,240098,0.0192879574173879,NA,White,NA
tanf,treatment,PRE1960PCT,0% to 50%,382591,439081,0.8713449226908019,NA,NA,5_and_over
tanf,treatment,PRE1960PCT,50% to 75%,40681,439081,0.09265033103231522,NA,NA,5_and_over
tanf,treatment,PRE1960PCT,75% to 90%,11069,439081,0.025209471600911904,NA,NA,5_and_over
tanf,treatment,PRE1960PCT,90% to 100%,4740,439081,0.010795274675970948,NA,NA,5_and_over
tanf,treatment,PRE1960PCT,0% to 50%,187894,222527,0.8443649534663209,NA,NA,under_5
tanf,treatment,PRE1960PCT,50% to 75%,25869,222527,0.11625106166892107,NA,NA,under_5
tanf,treatment,PRE1960PCT,75% to 90%,6054,222527,0.027205687399731268,NA,NA,under_5
tanf,treatment,PRE1960PCT,90% to 100%,2710,222527,0.012178297465026716,NA,NA,under_5
tanf,treatment,PRE1960PCT,0% to 50%,33199,42345,0.7840122800802928,NA,NA,NA
tanf,treatment,PRE1960PCT,50% to 75%,7119,42345,0.16811902231668438,NA,NA,NA
tanf,treatment,PRE1960PCT,75% to 90%,1308,42345,0.030889125044279136,NA,NA,NA
tanf,treatment,PRE1960PCT,90% to 100%,719,42345,0.016979572558743654,NA,NA,NA
tanf,treatment,precipitation,0% to 50%,564141,637994,0.8842418580739004,NA,All,All
tanf,treatment,precipitation,50% to 75%,47125,637994,0.07386433101251735,NA,All,All
tanf,treatment,precipitation,75% to 90%,17112,637994,0.02682156885487951,NA,All,All
tanf,treatment,precipitation,90% to 100%,9616,637994,0.015072242058702747,NA,All,All
tanf,treatment,precipitation,0% to 50%,3755,6016,0.6241688829787234,NA,Asian,NA
tanf,treatment,precipitation,50% to 75%,1459,6016,0.24251994680851063,NA,Asian,NA
tanf,treatment,precipitation,75% to 90%,591,6016,0.09823803191489362,NA,Asian,NA
tanf,treatment,precipitation,90% to 100%,211,6016,0.03507313829787234,NA,Asian,NA
tanf,treatment,precipitation,0% to 50%,179200,207750,0.862575210589651,NA,Black,NA
tanf,treatment,precipitation,50% to 75%,20739,207750,0.09982671480144405,NA,Black,NA
tanf,treatment,precipitation,75% to 90%,5793,207750,0.02788447653429603,NA,Black,NA
tanf,treatment,precipitation,90% to 100%,2018,207750,0.009713598074608904,NA,Black,NA
tanf,treatment,precipitation,0% to 50%,3075,4848,0.6342821782178217,NA,Hawaian,NA
tanf,treatment,precipitation,50% to 75%,1223,4848,0.2522689768976898,NA,Hawaian,NA
tanf,treatment,precipitation,75% to 90%,377,4848,0.07776402640264027,NA,Hawaian,NA
tanf,treatment,precipitation,90% to 100%,173,4848,0.035684818481848186,NA,Hawaian,NA
tanf,treatment,precipitation,0% to 50%,85460,100909,0.8469016638753729,NA,Hispanic,NA
tanf,treatment,precipitation,50% to 75%,10524,100909,0.1042919858486359,NA,Hispanic,NA
tanf,treatment,precipitation,75% to 90%,3296,100909,0.032663092489272516,NA,Hispanic,NA
tanf,treatment,precipitation,90% to 100%,1629,100909,0.016143257786718726,NA,Hispanic,NA
tanf,treatment,precipitation,0% to 50%,13893,18702,0.7428617260186077,NA,Multi-racial,NA
tanf,treatment,precipitation,50% to 75%,2974,18702,0.15902042562292804,NA,Multi-racial,NA
tanf,treatment,precipitation,75% to 90%,1200,18702,0.06416426050689766,NA,Multi-racial,NA
tanf,treatment,precipitation,90% to 100%,635,18702,0.03395358785156668,NA,Multi-racial,NA
tanf,treatment,precipitation,0% to 50%,11120,22004,0.5053626613343029,NA,Native,NA
tanf,treatment,precipitation,50% to 75%,4672,22004,0.21232503181239776,NA,Native,NA
tanf,treatment,precipitation,75% to 90%,4205,22004,0.19110161788765678,NA,Native,NA
tanf,treatment,precipitation,90% to 100%,2007,22004,0.0912106889656426,NA,Native,NA
tanf,treatment,precipitation,0% to 50%,185868,235708,0.7885519371425662,NA,White,NA
tanf,treatment,precipitation,50% to 75%,29928,235708,0.12697065861150236,NA,White,NA
tanf,treatment,precipitation,75% to 90%,12012,235708,0.050961358969572525,NA,White,NA
tanf,treatment,precipitation,90% to 100%,7900,235708,0.03351604527635888,NA,White,NA
tanf,treatment,precipitation,0% to 50%,370001,423540,0.8735916324314115,NA,NA,5_and_over
tanf,treatment,precipitation,50% to 75%,33339,423540,0.07871511545544695,NA,NA,5_and_over
tanf,treatment,precipitation,75% to 90%,13092,423540,0.030910893894319308,NA,NA,5_and_over
tanf,treatment,precipitation,90% to 100%,7108,423540,0.016782358218822308,NA,NA,5_and_over
tanf,treatment,precipitation,0% to 50%,187357,214454,0.8736465628992698,NA,NA,under_5
tanf,treatment,precipitation,50% to 75%,16998,214454,0.0792617531032296,NA,NA,under_5
tanf,treatment,precipitation,75% to 90%,6359,214454,0.0296520465927425,NA,NA,under_5
tanf,treatment,precipitation,90% to 100%,3740,214454,0.01743963740475813,NA,NA,under_5
tanf,treatment,precipitation,0% to 50%,37440,42057,0.8902204151508667,NA,NA,NA
tanf,treatment,precipitation,50% to 75%,2880,42057,0.0684784934731436,NA,NA,NA
tanf,treatment,precipitation,75% to 90%,1105,42057,0.02627386641938322,NA,NA,NA
tanf,treatment,precipitation,90% to 100%,632,42057,0.01502722495660651,NA,NA,NA
tanf,treatment,RESP,0% to 50%,593414,661608,0.8969268811743509,NA,All,All
tanf,treatment,RESP,50% to 75%,43059,661608,0.06508234483258969,NA,All,All
tanf,treatment,RESP,75% to 90%,17956,661608,0.02713993784839361,NA,All,All
tanf,treatment,RESP,90% to 100%,7179,661608,0.010850836144665723,NA,All,All
tanf,treatment,RESP,0% to 50%,5195,7861,0.6608573972777,NA,Asian,NA
tanf,treatment,RESP,50% to 75%,1664,7861,0.21167790357460883,NA,Asian,NA
tanf,treatment,RESP,75% to 90%,666,7861,0.08472204554127974,NA,Asian,NA
tanf,treatment,RESP,90% to 100%,336,7861,0.0427426536064114,NA,Asian,NA
tanf,treatment,RESP,0% to 50%,177422,208517,0.8508754681872461,NA,Black,NA
tanf,treatment,RESP,50% to 75%,22255,208517,0.10672990691406456,NA,Black,NA
tanf,treatment,RESP,75% to 90%,6493,208517,0.03113894790352825,NA,Black,NA
tanf,treatment,RESP,90% to 100%,2347,208517,0.011255676995161066,NA,Black,NA
tanf,treatment,RESP,0% to 50%,9153,11829,0.7737763124524474,NA,Hawaian,NA
tanf,treatment,RESP,50% to 75%,1703,11829,0.1439682137120636,NA,Hawaian,NA
tanf,treatment,RESP,75% to 90%,705,11829,0.05959928988080142,NA,Hawaian,NA
tanf,treatment,RESP,90% to 100%,268,11829,0.02265618395468763,NA,Hawaian,NA
tanf,treatment,RESP,0% to 50%,79939,103205,0.7745651857952619,NA,Hispanic,NA
tanf,treatment,RESP,50% to 75%,15464,103205,0.1498377016617412,NA,Hispanic,NA
tanf,treatment,RESP,75% to 90%,5382,103205,0.052148636209485975,NA,Hispanic,NA
tanf,treatment,RESP,90% to 100%,2420,103205,0.02344847633351097,NA,Hispanic,NA
tanf,treatment,RESP,0% to 50%,19182,24838,0.7722844029309929,NA,Multi-racial,NA
tanf,treatment,RESP,50% to 75%,3426,24838,0.13793381109590144,NA,Multi-racial,NA
tanf,treatment,RESP,75% to 90%,1479,24838,0.059545857154360254,NA,Multi-racial,NA
tanf,treatment,RESP,90% to 100%,751,24838,0.03023592881874547,NA,Multi-racial,NA
tanf,treatment,RESP,0% to 50%,11980,22915,0.522801658302422,NA,Native,NA
tanf,treatment,RESP,50% to 75%,4555,22915,0.1987780929522147,NA,Native,NA
tanf,treatment,RESP,75% to 90%,3838,22915,0.167488544621427,NA,Native,NA
tanf,treatment,RESP,90% to 100%,2542,22915,0.11093170412393628,NA,Native,NA
tanf,treatment,RESP,0% to 50%,198777,240098,0.8278994410615665,NA,White,NA
tanf,treatment,RESP,50% to 75%,25470,240098,0.10608168331264733,NA,White,NA
tanf,treatment,RESP,75% to 90%,10599,240098,0.04414447433964464,NA,White,NA
tanf,treatment,RESP,90% to 100%,5252,240098,0.02187440128614149,NA,White,NA
tanf,treatment,RESP,0% to 50%,389080,439081,0.8861235170731596,NA,NA,5_and_over
tanf,treatment,RESP,50% to 75%,32356,439081,0.07369027582610042,NA,NA,5_and_over
tanf,treatment,RESP,75% to 90%,11987,439081,0.027300202012840457,NA,NA,5_and_over
tanf,treatment,RESP,90% to 100%,5658,439081,0.0128860050878995,NA,NA,5_and_over
tanf,treatment,RESP,0% to 50%,194542,222527,0.8742399798676116,NA,NA,under_5
tanf,treatment,RESP,50% to 75%,18705,222527,0.08405721552890211,NA,NA,under_5
tanf,treatment,RESP,75% to 90%,6242,222527,0.028050528699888104,NA,NA,under_5
tanf,treatment,RESP,90% to 100%,3038,222527,0.013652275903598216,NA,NA,under_5
tanf,treatment,RESP,0% to 50%,36954,42345,0.8726886291179596,NA,NA,NA
tanf,treatment,RESP,50% to 75%,3538,42345,0.0835517770693116,NA,NA,NA
tanf,treatment,RESP,75% to 90%,1056,42345,0.02493800921006022,NA,NA,NA
tanf,treatment,RESP,90% to 100%,797,42345,0.018821584602668556,NA,NA,NA
tanf,comparison,CANCER,0% to 50%,122520452,149416383,0.8199934273606395,NA,NA,NA
tanf,comparison,CANCER,50% to 75%,17576925,149416383,0.11763720046683235,NA,NA,NA
tanf,comparison,CANCER,75% to 90%,5946249,149416383,0.039796499424029026,NA,NA,NA
tanf,comparison,CANCER,90% to 100%,3372757,149416383,0.022572872748499073,NA,NA,NA
tanf,comparison,DSLPM,0% to 50%,108489971,149416383,0.7260915357588331,NA,NA,NA
tanf,comparison,DSLPM,50% to 75%,27804949,149416383,0.18609036333050574,NA,NA,NA
tanf,comparison,DSLPM,75% to 90%,9344946,149416383,0.06254298097953556,NA,NA,NA
tanf,comparison,DSLPM,90% to 100%,3776517,149416383,0.025275119931125627,NA,NA,NA
tanf,comparison,heat,0% to 50%,234764666,297040394,0.7903459285069492,NA,NA,NA
tanf,comparison,heat,50% to 75%,44184824,297040394,0.14875022014682623,NA,NA,NA
tanf,comparison,heat,75% to 90%,12180258,297040394,0.04100539268743362,NA,NA,NA
tanf,comparison,heat,90% to 100%,5910646,297040394,0.019898458658791033,NA,NA,NA
tanf,comparison,OZONE,0% to 50%,124674796,148530370,0.8393892508313283,NA,NA,NA
tanf,comparison,OZONE,50% to 75%,15914834,148530370,0.10714868615758515,NA,NA,NA
tanf,comparison,OZONE,75% to 90%,5235865,148530370,0.03525114089461973,NA,NA,NA
tanf,comparison,OZONE,90% to 100%,2704875,148530370,0.01821092211646682,NA,NA,NA
tanf,comparison,PM25,0% to 50%,123811798,148530370,0.8335790047516881,NA,NA,NA
tanf,comparison,PM25,50% to 75%,16361129,148530370,0.11015342518839749,NA,NA,NA
tanf,comparison,PM25,75% to 90%,5530632,148530370,0.03723569799226919,NA,NA,NA
tanf,comparison,PM25,90% to 100%,2826811,148530370,0.019031872067645155,NA,NA,NA
tanf,comparison,PRE1960PCT,0% to 50%,124416355,149416383,0.8326821497211587,NA,NA,NA
tanf,comparison,PRE1960PCT,50% to 75%,16790455,149416383,0.11237358757372677,NA,NA,NA
tanf,comparison,PRE1960PCT,75% to 90%,5714488,149416383,0.0382453910693314,NA,NA,NA
tanf,comparison,PRE1960PCT,90% to 100%,2495085,149416383,0.016698871635783073,NA,NA,NA
tanf,comparison,RESP,0% to 50%,120498739,149416383,0.8064626955934276,NA,NA,NA
tanf,comparison,RESP,50% to 75%,17571607,149416383,0.11760160865358386,NA,NA,NA
tanf,comparison,RESP,75% to 90%,7106342,149416383,0.047560661403508876,NA,NA,NA
tanf,comparison,RESP,90% to 100%,4239695,149416383,0.028375034349479602,NA,NA,NA
